1	69.9777	9.01395	10.7936	12.1232	9.27889
2	59.2636	11.3437	13.4279	15.3106	9.01093
3	67.0959	9.09868	12.5027	13.5163	9.14349
4	54.9755	10.6117	13.295	14.3514	11.1822
5	67.562	7.78493	11.5492	11.825	8.90675
6	76.447	6.78429	10.4514	10.6412	6.93343
7	65.7653	8.29253	12.0046	12.4751	9.64041
8	69.0696	6.89648	10.9226	10.9207	9.11065
9	73.4265	6.21814	9.84578	9.44518	7.95783
10	75.818	7.60311	10.1722	10.9907	7.55519
11	56.63	9.09882	12.2047	12.7279	11.6896
12	67.8809	7.76615	11.6982	12.025	9.18336
13	56.4378	15.4736	13.3484	19.3927	6.8303
14	74.5296	6.04175	9.82789	9.41634	7.18052
15	66.8249	7.5615	11.6982	12.0048	9.64137
16	58.0546	9.17554	12.4397	13.0389	11.4253
17	70.3421	8.31428	11.6702	12.3999	8.57108
18	67.2514	10.3205	12.0318	14.118	8.79653
19	75.1791	5.50606	10.5042	10.4606	8.55864
20	70.0728	7.26168	11.0036	11.08	8.91921
21	61.3589	9.44728	12.9367	13.8129	9.68826
22	32.57	22.38	17.1224	26.3636	11.7215
23	70.7119	8.16434	11.362	12.0056	8.57184
24	66.9292	7.98923	11.4494	11.7306	9.94933
25	65.147	8.94244	11.8555	12.5411	10.3547
26	69.182	8.10768	11.418	11.8933	8.97291
27	66.5213	9.69478	12.3406	13.7217	8.52609
28	71.7415	6.556	10.9805	11.001	9.61019
29	71.1795	7.41899	10.6371	10.7807	9.1237
30	68.9122	8.17239	11.0626	11.521	9.23553
31	68.8899	8.02672	11.0513	11.413	8.79884
32	71.7463	7.01865	10.8755	10.9156	8.88457
33	73.4142	7.04405	10.3552	10.4306	8.12049
34	80.9626	5.51421	9.3871	9.07334	6.68409
35	73.3269	6.21468	10.4115	10.1982	8.53185
36	56.9743	12.8092	12.6279	15.7353	8.88353
37	71.7	7.51738	10.2086	10.4405	8.22337
38	60.4402	10.279	12.9203	14.1311	8.34504
39	68.8588	8.86006	11.4917	12.4719	8.48048
40	73.2726	6.33982	10.9143	10.9057	7.5979
41	74.6031	7.94646	13.0239	14.0537	9.48146
42	74.0541	8.24281	10.2149	11.4315	7.82122
43	67.8946	8.68698	11.4917	12.2335	9.50739
44	83.5527	4.49099	9.46682	8.88456	6.13692
45	80.3227	6.1223	9.93915	10.02	7.22666
46	54.7743	12.9977	13.3484	16.1898	9.66215
47	73.2749	7.61295	10.5905	11.0708	7.58792
48	76.6369	7.0086	10.0476	10.4302	7.26271
49	66.6979	6.96611	10.8099	10.8144	9.7379
50	52.363	12.8289	14.0682	16.3679	11.2354
51	49.8492	19.0214	11.0224	21.9647	6.41991
52	66.1436	8.23915	11.2081	11.4972	8.92511
53	80.0335	6.09977	9.46682	9.50105	7.11026
54	72.7562	6.61499	10.1659	9.94456	8.77892
55	53.2522	12.3184	14.5546	16.5721	11.1668
56	36.134	14.0077	16.4656	18.6762	13.1928
57	61.5914	7.88683	11.6548	12.059	10.7941
58	73.9918	6.95521	11.038	11.2089	8.60701
59	66.6563	9.25362	11.3085	12.3698	9.48594
60	51.8131	9.36137	13.0239	14.3152	12.1518
61	74.0583	6.32863	10.3347	10.1239	9.20439
62	74.0709	8.25957	11.5131	12.599	8.201
63	73.1924	7.44452	10.6864	11.0326	8.81862
64	56.9489	15.7998	13.3484	19.9132	7.95422
